Country,Year,Population
Denmark,2015,5683483.0
Denmark,2016,5728010.0
Denmark,2017,5764980.0
Denmark,2018,5793636.0
Denmark,2019,5814422.0
Denmark,2020,5831404.0
Denmark,2021,5856733.0
Denmark,2022,5903037.0
Bahrain,1980,362595.0
Bahrain,1981,377430.0
Bahrain,1982,391017.0
Bahrain,1983,404772.0
Bahrain,1984,419217.0
Bahrain,1985,434375.0
Bahrain,1986,450196.0
Bahrain,1987,466565.0
Bahrain,1988,483337.0
Bahrain,1989,500349.0
Bahrain,1990,517418.0
Bahrain,1991,535415.0
Bahrain,1992,554470.0
Bahrain,1993,573755.0
Bahrain,1994,593254.0
Bahrain,1995,612934.0
Bahrain,1996,632756.0
Bahrain,1997,652643.0
Bahrain,1998,672484.0
Bahrain,1999,692133.0
Bahrain,2000,711442.0
Bahrain,2001,730257.0
Bahrain,2002,748324.0
Bahrain,2003,778256.0
Bahrain,2004,833451.0
Bahrain,2005,901921.0
Bahrain,2006,970981.0
Bahrain,2007,1040532.0
Bahrain,2008,1110343.0
Bahrain,2009,1179453.0
Bahrain,2010,1213645.0
Bahrain,2011,1212077.0
Bahrain,2012,1224939.0
Bahrain,2013,1261673.0
Bahrain,2014,1311134.0
Bahrain,2015,1362142.0
Bahrain,2016,1409661.0
Bahrain,2017,1456834.0
Bahrain,2018,1487340.0
Bahrain,2019,1494188.0
Bahrain,2020,1477469.0
Bahrain,2021,1463265.0
Bahrain,2022,1472233.0
Morocco,1980,19678444.0
Morocco,1981,20208260.0
Morocco,1982,20746765.0
Morocco,1983,21287381.0
Morocco,1984,21817271.0
Morocco,1985,22335077.0
Morocco,1986,22824446.0
Morocco,1987,23279935.0
Morocco,1988,23720590.0
Morocco,1989,24148104.0
Morocco,1990,24570814.0
Morocco,1991,24988083.0
Morocco,1992,25400676.0
Morocco,1993,25806777.0
Morocco,1994,26201551.0
Morocco,1995,26599048.0
Morocco,1996,26999093.0
Morocco,1997,27397118.0
Morocco,1998,27791825.0
Morocco,1999,28176997.0
Morocco,2000,28554415.0
Morocco,2001,28930097.0
Morocco,2002,29301817.0
Morocco,2003,29661270.0
Morocco,2004,30033125.0
Morocco,2005,30431902.0
Morocco,2006,30833022.0
Morocco,2007,31232633.0
Morocco,2008,31634992.0
Morocco,2009,32042877.0
Morocco,2010,32464865.0
Morocco,2011,32903699.0
Morocco,2012,33352169.0
Morocco,2013,33803527.0
Morocco,2014,34248603.0
Morocco,2015,34680458.0
Morocco,2016,35107264.0
Morocco,2017,35528115.0
Morocco,2018,35927511.0
Morocco,2019,36304408.0
Morocco,2020,36688772.0
Morocco,2021,37076584.0
Morocco,2022,37457971.0
Sweden,1980,8310531.0
Sweden,1981,8320503.0
Sweden,1982,8325263.0
Sweden,1983,8329033.0
Sweden,1984,8336605.0
Sweden,1985,8350386.0
Sweden,1986,8369829.0
Sweden,1987,8397804.0
Sweden,1988,8436489.0
Sweden,1989,8492964.0
Sweden,1990,8558835.0
Sweden,1991,8617375.0
Sweden,1992,8668067.0
Sweden,1993,8718561.0
Sweden,1994,8780745.0
Sweden,1995,8826939.0
Sweden,1996,8840998.0
Sweden,1997,8846062.0
Sweden,1998,8850974.0
Sweden,1999,8857874.0
Sweden,2000,8872109.0
Sweden,2001,8895960.0
Sweden,2002,8924958.0
Sweden,2003,8958229.0
Sweden,2004,8993531.0
Sweden,2005,9029572.0
Sweden,2006,9080505.0
Sweden,2007,9148092.0
Sweden,2008,9219637.0
Sweden,2009,9298515.0
Sweden,2010,9378126.0
Sweden,2011,9449213.0
Sweden,2012,9519374.0
Sweden,2013,9600379.0
Sweden,2014,9696110.0
Sweden,2015,9799186.0
Sweden,2016,9923085.0
Sweden,2017,10057698.0
Sweden,2018,10175214.0
Sweden,2019,10278887.0
Sweden,2020,10353442.0
Sweden,2021,10415811.0
Sweden,2022,10486941.0
Bangladesh,1980,83929765.0
Bangladesh,1981,86154836.0
Bangladesh,1982,88555336.0
Bangladesh,1983,91045478.0
Bangladesh,1984,93534239.0
Bangladesh,1985,95959099.0
Bangladesh,1986,98271746.0
Bangladesh,1987,100490256.0
Bangladesh,1988,102688833.0
Bangladesh,1989,104893674.0
Bangladesh,1990,107147651.0
Bangladesh,1991,109242834.0
Bangladesh,1992,111272102.0
Bangladesh,1993,113418757.0
Bangladesh,1994,115614891.0
Bangladesh,1995,117793338.0
Bangladesh,1996,119876868.0
Bangladesh,1997,122039226.0
Bangladesh,1998,124350471.0
Bangladesh,1999,126754824.0
Bangladesh,2000,129193327.0
Bangladesh,2001,131670484.0
Bangladesh,2002,134139826.0
Bangladesh,2003,136503206.0
Bangladesh,2004,138789725.0
Bangladesh,2005,140912590.0
Bangladesh,2006,142628831.0
Bangladesh,2007,144135934.0
Bangladesh,2008,145421318.0
Bangladesh,2009,146706810.0
Bangladesh,2010,148391139.0
Bangladesh,2011,150211005.0
Bangladesh,2012,152090649.0
Bangladesh,2013,154030139.0
Bangladesh,2014,155961299.0
Bangladesh,2015,157830000.0
Bangladesh,2016,159784568.0
Bangladesh,2017,161793964.0
Bangladesh,2018,163683958.0
Bangladesh,2019,165516222.0
Bangladesh,2020,167420951.0
Bangladesh,2021,169356251.0
Bangladesh,2022,171186372.0
Japan,1980,116807000.0
Japan,1981,117661000.0
Japan,1982,118480000.0
Japan,1983,119307000.0
Japan,1984,120083000.0
Japan,1985,120837000.0
Japan,1986,121482000.0
Japan,1987,122069000.0
Japan,1988,122578000.0
Japan,1989,123069000.0
Japan,1990,123478000.0
Japan,1991,123964000.0
Japan,1992,124425000.0
Japan,1993,124829000.0
Japan,1994,125178000.0
Japan,1995,125472000.0
Japan,1996,125757000.0
Japan,1997,126057000.0
Japan,1998,126400000.0
Japan,1999,126631000.0
Japan,2000,126843000.0
Japan,2001,127149000.0
Japan,2002,127445000.0
Japan,2003,127718000.0
Japan,2004,127761000.0
Japan,2005,127773000.0
Japan,2006,127854000.0
Japan,2007,128001000.0
Japan,2008,128063000.0
Japan,2009,128047000.0
Japan,2010,128070000.0
Japan,2011,127833000.0
Japan,2012,127629000.0
Japan,2013,127445000.0
Japan,2014,127276000.0
Japan,2015,127141000.0
Japan,2016,127076000.0
Japan,2017,126972000.0
Japan,2018,126811000.0
Japan,2019,126633000.0
Japan,2020,126261000.0
Japan,2021,125681593.0
Japan,2022,125124989.0
Kazakhstan,1980,14172710.0
Kazakhstan,1981,14397391.0
Kazakhstan,1982,14634179.0
Kazakhstan,1983,14885966.0
Kazakhstan,1984,15147590.0
Kazakhstan,1985,15413315.0
Kazakhstan,1986,15721289.0
Kazakhstan,1987,16072478.0
Kazakhstan,1988,16430590.0
Kazakhstan,1989,16249500.0
Kazakhstan,1990,16348000.0
Kazakhstan,1991,16451711.0
Kazakhstan,1992,16439095.0
Kazakhstan,1993,16380672.0
Kazakhstan,1994,16145766.0
Kazakhstan,1995,15816243.0
Kazakhstan,1996,15578227.0
Kazakhstan,1997,15334405.0
Kazakhstan,1998,15071640.0
Kazakhstan,1999,14928374.0
Kazakhstan,2000,14883626.0
Kazakhstan,2001,14858335.0
Kazakhstan,2002,14858948.0
Kazakhstan,2003,14909019.0
Kazakhstan,2004,15012984.0
Kazakhstan,2005,15147029.0
Kazakhstan,2006,15308085.0
Kazakhstan,2007,15484192.0
Kazakhstan,2008,15776938.0
Kazakhstan,2009,16092822.0
Kazakhstan,2010,16321872.0
Kazakhstan,2011,16557202.0
Kazakhstan,2012,16792090.0
Kazakhstan,2013,17035551.0
Kazakhstan,2014,17288285.0
Kazakhstan,2015,17542806.0
Kazakhstan,2016,17794055.0
Kazakhstan,2017,18037776.0
Kazakhstan,2018,18276452.0
Kazakhstan,2019,18513673.0
Kazakhstan,2020,18755666.0
Kazakhstan,2021,19000988.0
Kazakhstan,2022,19621972.0
Cyprus,1980,679327.0
Cyprus,1981,687170.0
Cyprus,1982,696227.0
Cyprus,1983,707477.0
Cyprus,1984,719678.0
Cyprus,1985,731664.0
Cyprus,1986,743446.0
Cyprus,1987,755021.0
Cyprus,1988,766412.0
Cyprus,1989,777592.0
Cyprus,1990,788500.0
Cyprus,1991,799061.0
Cyprus,1992,810431.0
Cyprus,1993,825986.0
Cyprus,1994,844444.0
Cyprus,1995,862418.0
Cyprus,1996,880058.0
Cyprus,1997,897471.0
Cyprus,1998,914660.0
Cyprus,1999,931600.0
Cyprus,2000,948237.0
Cyprus,2001,964830.0
Cyprus,2002,982194.0
Cyprus,2003,1000350.0
Cyprus,2004,1018684.0
Cyprus,2005,1037062.0
Cyprus,2006,1055438.0
Cyprus,2007,1073873.0
Cyprus,2008,1092390.0
Cyprus,2009,1110974.0
Cyprus,2010,1129686.0
Cyprus,2011,1145086.0
Cyprus,2012,1156556.0
Cyprus,2013,1166968.0
Cyprus,2014,1176995.0
Cyprus,2015,1187280.0
Cyprus,2016,1197881.0
Cyprus,2017,1208523.0
Cyprus,2018,1218831.0
Cyprus,2019,1228836.0
Cyprus,2020,1237537.0
Cyprus,2021,1244188.0
Cyprus,2022,1251488.0
Ecuador,1980,8135845.0
Ecuador,1981,8352602.0
Ecuador,1982,8572607.0
Ecuador,1983,8795873.0
Ecuador,1984,9022979.0
Ecuador,1985,9254311.0
Ecuador,1986,9490096.0
Ecuador,1987,9729376.0
Ecuador,1988,9969788.0
Ecuador,1989,10210185.0
Ecuador,1990,10449837.0
Ecuador,1991,10686279.0
Ecuador,1992,10914222.0
Ecuador,1993,11132829.0
Ecuador,1994,11347652.0
Ecuador,1995,11561683.0
Ecuador,1996,11775221.0
Ecuador,1997,11987838.0
Ecuador,1998,12199693.0
Ecuador,1999,12412046.0
Ecuador,2000,12626507.0
Ecuador,2001,12845521.0
Ecuador,2002,13070609.0
Ecuador,2003,13301184.0
Ecuador,2004,13534593.0
Ecuador,2005,13770012.0
Ecuador,2006,14009061.0
Ecuador,2007,14251835.0
Ecuador,2008,14496797.0
Ecuador,2009,14742766.0
Ecuador,2010,14989585.0
Ecuador,2011,15237728.0
Ecuador,2012,15483883.0
Ecuador,2013,15722989.0
Ecuador,2014,15957994.0
Ecuador,2015,16195902.0
Ecuador,2016,16439585.0
Ecuador,2017,16696944.0
Ecuador,2018,17015672.0
Ecuador,2019,17343740.0
Ecuador,2020,17588595.0
Ecuador,2021,17797737.0
Ecuador,2022,18001000.0
Belarus,1980,9643000.0
Belarus,1981,9710000.0
Belarus,1982,9776000.0
Belarus,1983,9843000.0
Belarus,1984,9910000.0
Belarus,1985,9975000.0
Belarus,1986,10043000.0
Belarus,1987,10111000.0
Belarus,1988,10140000.0
Belarus,1989,10170000.0
Belarus,1990,10189348.0
Belarus,1991,10194050.0
Belarus,1992,10216470.0
Belarus,1993,10239050.0
Belarus,1994,10226955.0
Belarus,1995,10193831.0
Belarus,1996,10159569.0
Belarus,1997,10117433.0
Belarus,1998,10071963.0
Belarus,1999,10026738.0
Belarus,2000,9979610.0
Belarus,2001,9928549.0
Belarus,2002,9865548.0
Belarus,2003,9796749.0
Belarus,2004,9730146.0
Belarus,2005,9663915.0
Belarus,2006,9604924.0
Belarus,2007,9560953.0
Belarus,2008,9527985.0
Belarus,2009,9504583.0
Belarus,2010,9483836.0
Belarus,2011,9461643.0
Belarus,2012,9446836.0
Belarus,2013,9443211.0
Belarus,2014,9448515.0
Belarus,2015,9461076.0
Belarus,2016,9469379.0
Belarus,2017,9458989.0
Belarus,2018,9438785.0
Belarus,2019,9419758.0
Belarus,2020,9379952.0
Belarus,2021,9302585.0
Belarus,2022,9208701.0
Austria,1980,7549433.0
Austria,1981,7568710.0
Austria,1982,7574140.0
Austria,1983,7561910.0
Austria,1984,7561434.0
Austria,1985,7564985.0
Austria,1986,7569794.0
Austria,1987,7574586.0
Austria,1988,7585317.0
Austria,1989,7619567.0
Austria,1990,7677850.0
Austria,1991,7754891.0
Austria,1992,7840709.0
Austria,1993,7905633.0
Austria,1994,7936118.0
Austria,1995,7948278.0
Austria,1996,7959017.0
Austria,1997,7968041.0
Austria,1998,7976789.0
Austria,1999,7992324.0
Austria,2000,8011566.0
Austria,2001,8042293.0
Austria,2002,8081957.0
Austria,2003,8121423.0
Austria,2004,8171966.0
Austria,2005,8227829.0
Austria,2006,8268641.0
Austria,2007,8295487.0
Austria,2008,8321496.0
Austria,2009,8343323.0
Austria,2010,8363404.0
Austria,2011,8391643.0
Austria,2012,8429991.0
Austria,2013,8479823.0
Austria,2014,8546356.0
Austria,2015,8642699.0
Austria,2016,8736668.0
Austria,2017,8797566.0
Austria,2018,8840521.0
Austria,2019,8879920.0
Austria,2020,8916864.0
Austria,2021,8955797.0
Austria,2022,9042528.0
Thailand,1980,45737753.0
Thailand,1981,46727292.0
Thailand,1982,47700340.0
Thailand,1983,48670565.0
Thailand,1984,49636724.0
Thailand,1985,50594940.0
Thailand,1986,51542094.0
Thailand,1987,52479181.0
Thailand,1988,53410965.0
Thailand,1989,54324004.0
Thailand,1990,55228410.0
Thailand,1991,56099865.0
Thailand,1992,56939020.0
Thailand,1993,57776082.0
Thailand,1994,58610010.0
Thailand,1995,59424834.0
Thailand,1996,60211096.0
Thailand,1997,60989108.0
Thailand,1998,61745217.0
Thailand,1999,62442651.0
Thailand,2000,63066603.0
Thailand,2001,63649892.0
Thailand,2002,64222580.0
Thailand,2003,64776956.0
Thailand,2004,65311166.0
Thailand,2005,65821360.0
Thailand,2006,66319525.0
Thailand,2007,66826754.0
Thailand,2008,67328239.0
Thailand,2009,67813654.0
Thailand,2010,68270489.0
Thailand,2011,68712846.0
Thailand,2012,69157023.0
Thailand,2013,69578602.0
Thailand,2014,69960943.0
Thailand,2015,70294397.0
Thailand,2016,70607037.0
Thailand,2017,70898202.0
Thailand,2018,71127802.0
Thailand,2019,71307763.0
Thailand,2020,71475664.0
Thailand,2021,71601103.0
Thailand,2022,71697030.0
Nigeria,1980,72951439.0
Nigeria,1981,75175387.0
Nigeria,1982,77388067.0
Nigeria,1983,79351586.0
Nigeria,1984,81337553.0
Nigeria,1985,83585251.0
Nigeria,1986,85804185.0
Nigeria,1987,88044187.0
Nigeria,1988,90351467.0
Nigeria,1989,92744064.0
Nigeria,1990,95214257.0
Nigeria,1991,97685360.0
Nigeria,1992,100182045.0
Nigeria,1993,102775465.0
Nigeria,1994,105456121.0
Nigeria,1995,108187610.0
Nigeria,1996,110956183.0
Nigeria,1997,113791181.0
Nigeria,1998,116690527.0
Nigeria,1999,119695565.0
Nigeria,2000,122851984.0
Nigeria,2001,126152678.0
Nigeria,2002,129583026.0
Nigeria,2003,133119801.0
Nigeria,2004,136756848.0
Nigeria,2005,140490722.0
Nigeria,2006,144329764.0
Nigeria,2007,148294028.0
Nigeria,2008,152382506.0
Nigeria,2009,156595758.0
Nigeria,2010,160952853.0
Nigeria,2011,165463745.0
Nigeria,2012,170075932.0
Nigeria,2013,174726123.0
Nigeria,2014,179379016.0
Nigeria,2015,183995785.0
Nigeria,2016,188666931.0
Nigeria,2017,193495907.0
Nigeria,2018,198387623.0
Nigeria,2019,203304492.0
Nigeria,2020,208327405.0
Nigeria,2021,213401323.0
Nigeria,2022,218541212.0
Angola,1980,8330047.0
Angola,1981,8631457.0
Angola,1982,8947152.0
Angola,1983,9276707.0
Angola,1984,9617702.0
Angola,1985,9970621.0
Angola,1986,10332574.0
Angola,1987,10694057.0
Angola,1988,11060261.0
Angola,1989,11439498.0
Angola,1990,11828638.0
Angola,1991,12228691.0
Angola,1992,12632507.0
Angola,1993,13038270.0
Angola,1994,13462031.0
Angola,1995,13912253.0
Angola,1996,14383350.0
Angola,1997,14871146.0
Angola,1998,15366864.0
Angola,1999,15870753.0
Angola,2000,16394062.0
Angola,2001,16941587.0
Angola,2002,17516139.0
Angola,2003,18124342.0
Angola,2004,18771125.0
Angola,2005,19450959.0
Angola,2006,20162340.0
Angola,2007,20909684.0
Angola,2008,21691522.0
Angola,2009,22507674.0
Angola,2010,23364185.0
Angola,2011,24259111.0
Angola,2012,25188292.0
Angola,2013,26147002.0
Angola,2014,27128337.0
Angola,2015,28127721.0
Angola,2016,29154746.0
Angola,2017,30208628.0
Angola,2018,31273533.0
Angola,2019,32353588.0
Angola,2020,33428486.0
Angola,2021,34503774.0
Angola,2022,35588987.0
Uzbekistan,1980,15947129.0
Uzbekistan,1981,16335642.0
Uzbekistan,1982,16735643.0
Uzbekistan,1983,17152857.0
Uzbekistan,1984,17594364.0
Uzbekistan,1985,18063201.0
Uzbekistan,1986,18560008.0
Uzbekistan,1987,19077170.0
Uzbekistan,1988,19600028.0
Uzbekistan,1989,20102902.0
Uzbekistan,1990,20510000.0
Uzbekistan,1991,20952000.0
Uzbekistan,1992,21449000.0
Uzbekistan,1993,21942000.0
Uzbekistan,1994,22377000.0
Uzbekistan,1995,22785000.0
Uzbekistan,1996,23225000.0
Uzbekistan,1997,23667000.0
Uzbekistan,1998,24051000.0
Uzbekistan,1999,24311650.0
Uzbekistan,2000,24650400.0
Uzbekistan,2001,24964450.0
Uzbekistan,2002,25271850.0
Uzbekistan,2003,25567650.0
Uzbekistan,2004,25864350.0
Uzbekistan,2005,26167000.0
Uzbekistan,2006,26488250.0
Uzbekistan,2007,26868000.0
Uzbekistan,2008,27302800.0
Uzbekistan,2009,27767400.0
Uzbekistan,2010,28562400.0
Uzbekistan,2011,29339400.0
Uzbekistan,2012,29774500.0
Uzbekistan,2013,30243200.0
Uzbekistan,2014,30757700.0
Uzbekistan,2015,31298900.0
Uzbekistan,2016,31847900.0
Uzbekistan,2017,32388600.0
Uzbekistan,2018,32956100.0
Uzbekistan,2019,33580350.0
Uzbekistan,2020,34232050.0
Uzbekistan,2021,34915100.0
Uzbekistan,2022,35648100.0
Netherlands,1980,14149800.0
Netherlands,1981,14247208.0
Netherlands,1982,14312690.0
Netherlands,1983,14367070.0
Netherlands,1984,14424211.0
Netherlands,1985,14491632.0
Netherlands,1986,14572278.0
Netherlands,1987,14665037.0
Netherlands,1988,14760094.0
Netherlands,1989,14848907.0
Netherlands,1990,14951510.0
Netherlands,1991,15069798.0
Netherlands,1992,15184166.0
Netherlands,1993,15290368.0
Netherlands,1994,15382838.0
Netherlands,1995,15459006.0
Netherlands,1996,15530498.0
Netherlands,1997,15610650.0
Netherlands,1998,15707209.0
Netherlands,1999,15812088.0
Netherlands,2000,15925513.0
Netherlands,2001,16046180.0
Netherlands,2002,16148929.0
Netherlands,2003,16225302.0
Netherlands,2004,16281779.0
Netherlands,2005,16319868.0
Netherlands,2006,16346101.0
Netherlands,2007,16381696.0
Netherlands,2008,16445593.0
Netherlands,2009,16530388.0
Netherlands,2010,16615394.0
Netherlands,2011,16693074.0
Netherlands,2012,16754962.0
Netherlands,2013,16804432.0
Netherlands,2014,16865008.0
Netherlands,2015,16939923.0
Netherlands,2016,17030314.0
Netherlands,2017,17131296.0
Netherlands,2018,17231624.0
Netherlands,2019,17344874.0
Netherlands,2020,17441500.0
Netherlands,2021,17533044.0
Netherlands,2022,17703090.0
India,1980,696828385.0
India,1981,712869298.0
India,1982,729169466.0
India,1983,745826546.0
India,1984,762895156.0
India,1985,780242084.0
India,1986,797878993.0
India,1987,815716125.0
India,1988,833729681.0
India,1989,852012673.0
India,1990,870452165.0
India,1991,888941756.0
India,1992,907574049.0
India,1993,926351297.0
India,1994,945261958.0
India,1995,964279129.0
India,1996,983281218.0
India,1997,1002335230.0
India,1998,1021434576.0
India,1999,1040500054.0
India,2000,1059633675.0
India,2001,1078970907.0
India,2002,1098313039.0
India,2003,1117415123.0
India,2004,1136264583.0
India,2005,1154638713.0
India,2006,1172373788.0
India,2007,1189691809.0
India,2008,1206734806.0
India,2009,1223640160.0
India,2010,1240613620.0
India,2011,1257621191.0
India,2012,1274487215.0
India,2013,1291132063.0
India,2014,1307246509.0
India,2015,1322866505.0
India,2016,1338636340.0
India,2017,1354195680.0
India,2018,1369003306.0
India,2019,1383112050.0
India,2020,1396387127.0
India,2021,1407563842.0
India,2022,1417173173.0
United Kingdom,1980,56314216.0
United Kingdom,1981,56333829.0
United Kingdom,1982,56313641.0
United Kingdom,1983,56332848.0
United Kingdom,1984,56422072.0
United Kingdom,1985,56550268.0
United Kingdom,1986,56681396.0
United Kingdom,1987,56802050.0
United Kingdom,1988,56928327.0
United Kingdom,1989,57076711.0
United Kingdom,1990,57247586.0
United Kingdom,1991,57424897.0
United Kingdom,1992,57580402.0
United Kingdom,1993,57718614.0
United Kingdom,1994,57865745.0
United Kingdom,1995,58019030.0
United Kingdom,1996,58166950.0
United Kingdom,1997,58316954.0
United Kingdom,1998,58487141.0
United Kingdom,1999,58682466.0
United Kingdom,2000,58892514.0
United Kingdom,2001,59119673.0
United Kingdom,2002,59370479.0
United Kingdom,2003,59647577.0
United Kingdom,2004,59987905.0
United Kingdom,2005,60401206.0
United Kingdom,2006,60846820.0
United Kingdom,2007,61322463.0
United Kingdom,2008,61806995.0
United Kingdom,2009,62276270.0
United Kingdom,2010,62766365.0
United Kingdom,2011,63258810.0
United Kingdom,2012,63700215.0
United Kingdom,2013,64128273.0
United Kingdom,2014,64602298.0
United Kingdom,2015,65116219.0
United Kingdom,2016,65611593.0
United Kingdom,2017,66058859.0
United Kingdom,2018,66460344.0
United Kingdom,2019,66836327.0
United Kingdom,2020,67081234.0
United Kingdom,2021,67026300.0
United Kingdom,2022,66971411.0
Belgium,1980,9859242.0
Belgium,1981,9858982.0
Belgium,1982,9856303.0
Belgium,1983,9855520.0
Belgium,1984,9855372.0
Belgium,1985,9858308.0
Belgium,1986,9861823.0
Belgium,1987,9870234.0
Belgium,1988,9901664.0
Belgium,1989,9937697.0
Belgium,1990,9967379.0
Belgium,1991,10004486.0
Belgium,1992,10045158.0
Belgium,1993,10084475.0
Belgium,1994,10115603.0
Belgium,1995,10136811.0
Belgium,1996,10156637.0
Belgium,1997,10181245.0
Belgium,1998,10203008.0
Belgium,1999,10226419.0
Belgium,2000,10251250.0
Belgium,2001,10286570.0
Belgium,2002,10332785.0
Belgium,2003,10376133.0
Belgium,2004,10421137.0
Belgium,2005,10478617.0
Belgium,2006,10547958.0
Belgium,2007,10625700.0
Belgium,2008,10709973.0
Belgium,2009,10796493.0
Belgium,2010,10895586.0
Belgium,2011,11038264.0
Belgium,2012,11106932.0
Belgium,2013,11159407.0
Belgium,2014,11209057.0
Belgium,2015,11274196.0
Belgium,2016,11331422.0
Belgium,2017,11375158.0
Belgium,2018,11427054.0
Belgium,2019,11488980.0
Belgium,2020,11538604.0
Belgium,2021,11592952.0
Belgium,2022,11669446.0
Ukraine,1980,49973920.0
Ukraine,1981,50221000.0
Ukraine,1982,50384000.0
Ukraine,1983,50564000.0
Ukraine,1984,50754000.0
Ukraine,1985,50917000.0
Ukraine,1986,51097000.0
Ukraine,1987,51293000.0
Ukraine,1988,51521000.0
Ukraine,1989,51773000.0
Ukraine,1990,51891400.0
Ukraine,1991,52000500.0
Ukraine,1992,52150400.0
Ukraine,1993,52179200.0
Ukraine,1994,51921400.0
Ukraine,1995,51512800.0
Ukraine,1996,51057800.0
Ukraine,1997,50594600.0
Ukraine,1998,50144500.0
Ukraine,1999,49674000.0
Ukraine,2000,49176500.0
Ukraine,2001,48662400.0
Ukraine,2002,48202470.0
Ukraine,2003,47812949.0
Ukraine,2004,47451626.0
Ukraine,2005,47105171.0
Ukraine,2006,46787786.0
Ukraine,2007,46509355.0
Ukraine,2008,46258189.0
Ukraine,2009,46053331.0
Ukraine,2010,45870741.0
Ukraine,2011,45706086.0
Ukraine,2012,45593342.0
Ukraine,2013,45489648.0
Ukraine,2014,45272155.0
Ukraine,2015,45154036.0
Ukraine,2016,45004673.0
Ukraine,2017,44831135.0
Ukraine,2018,44622518.0
Ukraine,2019,44386203.0
Ukraine,2020,44132049.0
Ukraine,2021,43792855.0
Ukraine,2022,38000000.0
Portugal,1980,9766312.0
Portugal,1981,9851362.0
Portugal,1982,9911771.0
Portugal,1983,9957865.0
Portugal,1984,9996232.0
Portugal,1985,10023613.0
Portugal,1986,10032734.0
Portugal,1987,10030031.0
Portugal,1988,10019610.0
Portugal,1989,10005000.0
Portugal,1990,9983218.0
Portugal,1991,9960235.0
Portugal,1992,9952494.0
Portugal,1993,9964675.0
Portugal,1994,9991525.0
Portugal,1995,10026176.0
Portugal,1996,10063945.0
Portugal,1997,10108977.0
Portugal,1998,10160196.0
Portugal,1999,10217828.0
Portugal,2000,10289898.0
Portugal,2001,10362722.0
Portugal,2002,10419631.0
Portugal,2003,10458821.0
Portugal,2004,10483861.0
Portugal,2005,10503330.0
Portugal,2006,10522288.0
Portugal,2007,10542964.0
Portugal,2008,10558177.0
Portugal,2009,10568247.0
Portugal,2010,10573100.0
Portugal,2011,10557560.0
Portugal,2012,10514844.0
Portugal,2013,10457295.0
Portugal,2014,10401062.0
Portugal,2015,10358076.0
Portugal,2016,10325452.0
Portugal,2017,10300300.0
Portugal,2018,10283822.0
Portugal,2019,10286263.0
Portugal,2020,10297081.0
Portugal,2021,10325147.0
Portugal,2022,10379007.0
Indonesia,1980,148177096.0
Indonesia,1981,151686337.0
Indonesia,1982,155228658.0
Indonesia,1983,158790611.0
Indonesia,1984,162331962.0
Indonesia,1985,165791694.0
Indonesia,1986,169135273.0
Indonesia,1987,172421390.0
Indonesia,1988,175694647.0
Indonesia,1989,178949174.0
Indonesia,1990,182159874.0
Indonesia,1991,185361228.0
Indonesia,1992,188558416.0
Indonesia,1993,191737287.0
Indonesia,1994,194928533.0
Indonesia,1995,198140162.0
Indonesia,1996,201373791.0
Indonesia,1997,204628007.0
Indonesia,1998,207855486.0
Indonesia,1999,210996910.0
Indonesia,2000,214072421.0
Indonesia,2001,217112437.0
Indonesia,2002,220115092.0
Indonesia,2003,223080121.0
Indonesia,2004,225938595.0
Indonesia,2005,228805144.0
Indonesia,2006,231797427.0
Indonesia,2007,234858289.0
Indonesia,2008,237936543.0
Indonesia,2009,240981299.0
Indonesia,2010,244016173.0
Indonesia,2011,247099697.0
Indonesia,2012,250222695.0
Indonesia,2013,253275918.0
Indonesia,2014,256229761.0
Indonesia,2015,259091970.0
Indonesia,2016,261850182.0
Indonesia,2017,264498852.0
Indonesia,2018,267066843.0
Indonesia,2019,269582878.0
Indonesia,2020,271857970.0
Indonesia,2021,273753191.0
Indonesia,2022,275501339.0
Luxembourg,1980,364150.0
Luxembourg,1981,365225.0
Luxembourg,1982,365525.0
Luxembourg,1983,365622.0
Luxembourg,1984,365998.0
Luxembourg,1985,366706.0
Luxembourg,1986,368355.0
Luxembourg,1987,370750.0
Luxembourg,1988,373450.0
Luxembourg,1989,377100.0
Luxembourg,1990,381850.0
Luxembourg,1991,387000.0
Luxembourg,1992,392175.0
Luxembourg,1993,397475.0
Luxembourg,1994,402925.0
Luxembourg,1995,408625.0
Luxembourg,1996,414225.0
Luxembourg,1997,419450.0
Luxembourg,1998,424700.0
Luxembourg,1999,430475.0
Luxembourg,2000,436300.0
Luxembourg,2001,441525.0
Luxembourg,2002,446175.0
Luxembourg,2003,451630.0
Luxembourg,2004,458095.0
Luxembourg,2005,465158.0
Luxembourg,2006,472637.0
Luxembourg,2007,479993.0
Luxembourg,2008,488650.0
Luxembourg,2009,497783.0
Luxembourg,2010,506953.0
Luxembourg,2011,518347.0
Luxembourg,2012,530946.0
Luxembourg,2013,543360.0
Luxembourg,2014,556319.0
Luxembourg,2015,569604.0
Luxembourg,2016,582014.0
Luxembourg,2017,596336.0
Luxembourg,2018,607950.0
Luxembourg,2019,620001.0
Luxembourg,2020,630419.0
Luxembourg,2021,640064.0
Luxembourg,2022,650774.0
France,1980,55052582.0
France,1981,55371044.0
France,1982,55694106.0
France,1983,55992656.0
France,1984,56275701.0
France,1985,56569195.0
France,1986,56865193.0
France,1987,57168409.0
France,1988,57472651.0
France,1989,57766282.0
France,1990,58044701.0
France,1991,58557577.0
France,1992,58849943.0
